text,label
Your reservation at The Corner Cafe for 4 PM on tomorrow is confirmed.,0
Update your Spotify billing info within 6 hours to avoid service interruption.,1
Your computer has a virus. Call 1-888-555-0142 immediately for Instagram support.,1
Reminder: your dentist appointment is on this weekend at 9 AM.,0
URGENT: Your invoice of $250 is overdue. Pay now to avoid legal action.,1
"Hey, can you grab coffee tomorrow around 6 PM?",0
You've been selected for a work-from-home job paying $1000/week. Send your SSN and bank info to start.,1
"Hi, this is Chase Bank security team. We noticed a login from a new device. Confirm your password here: account-confirm.co/verify",1
Don't forget the team lunch at 2:30 PM today.,0
"Your manager needs you to buy $100 in Amazon gift cards urgently, send the codes to this email.",1
"Hey, can you grab coffee Wednesday around 11:30 AM?",0
The marketing sync is moved to 11:30 AM on Wednesday.,0
URGENT: Your invoice of $500 is overdue. Pay now to avoid legal action.,1
"Your manager needs you to buy $2500 in Apple gift cards urgently, send the codes to this email.",1
Please review the attached agenda before Friday's meeting.,0
The marketing sync is moved to 4 PM on Wednesday.,0
Quick question — are we still meeting at 11:30 AM Wednesday?,0
We detected unusual activity in your Chase account. Login within 48 hours to confirm or your card will be blocked.,1
Reminder: your dentist appointment is on Wednesday at 2:30 PM.,0
Update your Netflix billing info within 48 hours to avoid service interruption.,1
We detected unusual activity in your Citibank account. Login within 48 hours to confirm or your card will be blocked.,1
Your computer has a virus. Call 1-800-555-0199 immediately for DHL support.,1
The marketing sync is moved to 10 AM on Tuesday.,0
Reminder: your dentist appointment is on tomorrow at 9 AM.,0
Your order from Best Buy has shipped and should arrive by Thursday.,0
Can you send over the updated project plan by tomorrow morning?,0
Happy birthday! Hope you have a great this weekend.,0
"Hey, can you grab coffee Tuesday around 9 AM?",0
Congratulations! You've won a free vacation to Cancun from Chase Bank. Click the link to claim now before it expires.,1
"You have been selected to receive $250,000 from the European lottery. Reply with your bank details to claim.",1
Double your Bitcoin investment in 24 hours! Send 250 USD worth of BTC to this wallet to get started.,1
"Looks like it's going to rain Thursday, bring an umbrella.",0
Your iCloud password will expire today. Reset it now: track-package.info,1
Your order from Amazon has shipped and should arrive by Tuesday.,0
"Hi, this is Wells Fargo security team. We noticed a login from a new device. Confirm your password here: account-confirm.co/verify",1
Netflix: Your package could not be delivered. Reschedule here: track-package.info,1
Please review the attached agenda before Tuesday's meeting.,0
Final notice: Your iCloud subscription payment failed. Update payment info within 48 hours to avoid cancellation.,1
Can you send over the updated project plan by Friday?,0
"Hi, this is Amazon security team. We noticed a login from a new device. Confirm your password here: secure-update.net/login",1
Your computer has a virus. Call 1-800-555-0199 immediately for Amazon support.,1
"Looks like it's going to rain tomorrow, bring an umbrella.",0
Reminder: your dentist appointment is on Wednesday at 4 PM.,0
Chase Bank: Your package could not be delivered. Reschedule here: bit.ly/verify-now,1
Update your Netflix billing info within 24 hours to avoid service interruption.,1
Your Instagram account has been suspended. Click here to verify your details immediately.,1
Congratulations! You've won a free vacation to Cancun from Netflix. Click the link to claim now before it expires.,1
Here's this week's engineering newsletter with updates from the team.,0
Mom asked if you're coming home for dinner Monday.,0
You've been selected for a work-from-home job paying $50/week. Send your SSN and bank info to start.,1
Quick question — are we still meeting at 9 AM Monday?,0
We detected unusual activity in your Chase account. Login within 24 hours to confirm or your card will be blocked.,1
Netflix: Your package could not be delivered. Reschedule here: secure-update.net/login,1
"You have been selected to receive $100,000 from the Spanish lottery. Reply with your bank details to claim.",1
Update your Netflix billing info within 6 hours to avoid service interruption.,1
Congratulations! You've won a $1000 cash prize from Chase Bank. Click the link to claim now before it expires.,1
The team sync is moved to 10 AM on Monday.,0
Don't forget the team lunch at 4 PM today.,0
Your reservation at The Corner Cafe for 4 PM on Wednesday is confirmed.,0
Congratulations! You've won a $500 gift card from UPS. Click the link to claim now before it expires.,1
Your Apple account has been suspended. Click here to verify your details immediately.,1
Your reservation at The Grill House for 2:30 PM on Tuesday is confirmed.,0
Update your Dropbox billing info within 48 hours to avoid service interruption.,1
Your order from Steam has shipped and should arrive by Wednesday.,0
Congratulations! You've won a $500 gift card from Instagram. Click the link to claim now before it expires.,1
Your Facebook account has been suspended. Click here to verify your details immediately.,1
"You have been selected to receive $100,000 from the International lottery. Reply with your bank details to claim.",1
We detected unusual activity in your Bank of America account. Login within 6 hours to confirm or your card will be blocked.,1
PayPal: Your package could not be delivered. Reschedule here: secure-update.net/login,1
Your PayPal account has been suspended. Click here to verify your details immediately.,1
Your order from Target has shipped and should arrive by Tuesday.,0
We detected unusual activity in your Capital One account. Login within 6 hours to confirm or your card will be blocked.,1
Can you send over the updated project plan by end of week?,0
The marketing sync is moved to 10 AM on Wednesday.,0
Congratulations! You've won a free iPhone from DHL. Click the link to claim now before it expires.,1
Your Amazon Prime password will expire today. Reset it now: account-confirm.co/verify,1
Please review the attached agenda before Thursday's meeting.,0
Apple: Your package could not be delivered. Reschedule here: bit.ly/verify-now,1
"Hey, can you grab coffee Monday around 4 PM?",0
Congratulations! You've won a $500 gift card from Chase Bank. Click the link to claim now before it expires.,1
"New login to your account from Safari on iPhone. If this wasn't you, change your password from settings.",0
"Amazon is hiring part time workers, earn 3000 daily from mobile. Pay 500 registration to activate your work account.",1
"Hello, I am calling from Windows technical department. Your computer is sending error reports. Install TeamViewer so our engineer can repair it.",1
Fixed deposit matured today. The proceeds have been credited to your linked account.,0
India Post: your package is held at the sorting facility. Settle the 15 rupee customs charge through the link to release it.,1
Your table booking for 4 people tonight at 8pm is confirmed.,0
"Team, our payroll portal changed. Re-register your salary account on the new site to receive this month's credit.",1
"Split the dinner bill on the app, your share is 460.",0
Your prescription refill is ready for pickup at the pharmacy counter.,0
"Got the movie tickets, pay me back whenever, no rush.",0
"Work from home packing job, materials shipped to your address after a small courier deposit.",1
"It's your grandson. I'm in trouble with the police and need bail money today. Please don't tell anyone, just send it.",1
Monthly statement for your savings account is attached. Available balance and transactions enclosed.,0
Enter 719203 to finish signing in to your email on the new device.,0
"Dear investor, our advisory group guarantees 40 percent monthly returns on crypto. Start with a small deposit and withdraw anytime.",1
This is Apple support. Your iCloud was accessed from Russia. Download this remote tool so we can secure your device.,1
"Get your traffic challan waived off. Official settlement portal, pay half the amount here today only.",1
"Flipkart anniversary lucky winner! A Samsung TV is reserved for you, just pay GST of 299 to dispatch.",1
"Hi sis, using a temp number. My salary is delayed and rent is due tonight, transfer 8000 and I'll repay Friday.",1
"Paid the electricity and water bills for this month, total came to 2300.",0
Earn from YouTube likes! Get paid per video. Join by paying a one time membership of 250 only.,1
Cheque number 004512 has been cleared and credited to your account.,0
Your SIM will be deactivated in 24 hours due to pending verification. Call this number and complete e-KYC to keep your number.,1
"Can you recharge mom's phone when you get a chance, I'm in meetings all day.",0
You are shortlisted for a data entry job with weekly salary. Deposit a refundable security fee to receive your first task.,1
"Credit card reward points worth 9,750 expiring today. Redeem now by sharing the confirmation code you receive on SMS.",1
"I transferred the rent to the landlord, send me your half when you can.",0
"Interview confirmed for Tuesday 3pm over Google Meet, link shared on email.",0
Your code for updating the address on the shopping site is 240187.,0
FedEx notice: address verification required for your shipment. Confirm and pay the handling fee or the item returns to sender.,1
"Password changed successfully. If you didn't make this change, review your account activity.",0
Two step verification has been turned on for your account.,0
Bluedart: delivery attempt failed. Reschedule and pay re-dispatch charges here.,1
"Hey it's me, I'm stuck at the airport and lost my wallet. Please send money to this UPI, will return once I'm home.",1
Parent teacher meeting is scheduled for Saturday 10am in the school auditorium.,0
Return pickup completed. Your refund will reflect in the original payment method in 5 to 7 days.,0
Delivered: your parcel was left with the security guard as requested.,0
"A/c debited INR 24,500 by merchant POS. If this transaction was not authorized dial our recovery cell number without delay.",1
"The society maintenance is due this week, I'll drop the cheque tomorrow.",0
Your mobile bill of Rs 599 is generated. Due date is the 12th. Pay through the official app.,0
"Auto-debit reminder: your SIP of Rs 2,000 will be deducted on the 1st as scheduled.",0
Flight PNR ABC123 is confirmed. Web check-in opens 48 hours before departure.,0
Your grocery order is being packed and will reach you in 20 minutes.,0
Out for delivery: your package will arrive today between 2pm and 5pm. Track it in the app.,0
"Your email was selected to receive a charity grant of 950,000 pounds from our foundation. Provide your account for disbursement.",1
"Hi dad, I broke my screen so I'm texting from a friend's phone. Can you transfer money now, I'll explain later.",1
Your verification code for the food delivery app is 3391. This code expires shortly.,0
Gym membership renews next week. Freeze it from the app if you're travelling.,0
"We noticed a sign in from a new city. This was probably you, no action is needed otherwise secure your account in settings.",0
Use 882145 as your one time password for the university exam portal login. Valid for 10 minutes.,0
"Class test on Friday covers chapters 4 to 6, bring your calculator.",0
I am an army officer deployed abroad and need a trusted partner to receive 10 million dollars. You keep 30 percent.,1
"Norton antivirus: your subscription auto-renewed for $349. To cancel and refund, call our support and allow screen sharing.",1
"Refund of 8,450 initiated to your card. Accept the collect request on your UPI app to receive it instantly.",1
Electricity office: tonight at 9.30pm your power will be cut because last month's bill is unpaid. Call our officer immediately.,1
Your computer has been infected with 5 viruses. Call our toll free helpline and our technician will clean it remotely today.,1
Dell service center: your laptop warranty claim needs remote diagnosis. Please install AnyDesk and share the code.,1
I am a widow with terminal illness wishing to donate my late husband's fortune to you. Kindly respond with your details.,1
Your loan of 2 lakh is pre-approved with zero paperwork. Pay the file processing charge to get disbursal in 30 minutes.,1
Standup moved to 11.15 because the client call ran over.,0
We are from your internet provider. Your router is compromised. Give us remote access to fix it or your connection will be disconnected.,1
OTP for card transaction at the grocery store is 55219. Never share this with anyone including bank staff.,0
"Your number won the KBC lottery of 25 lakh. To process the prize, first pay the TDS amount to our account officer.",1
"Greetings, I am a barrister representing a late client who shares your surname. An inheritance of 2.8 million USD awaits your claim.",1
"Beta, this is uncle. Your cousin met with an accident, we need money for the operation right now. Send to this number on PhonePe.",1
"Mom this is my new number, my phone fell in water. I need 15000 urgently for my exam fee, send to this account please.",1
"Minimum due on your card is Rs 350, total due Rs 6,120, payable by the 28th.",0
Customs clearance pending for your international parcel. Transfer the duty amount today to avoid confiscation.,1
Your order has been picked up by the courier and is on its way. Expected delivery Saturday.,0
Your package was delivered today. Tap to rate your delivery experience and help us improve.,0
How was your order? Rate the restaurant and delivery partner in the app.,0
Thanks for shopping with us! Share your feedback on the product you received.,0
Your recent service visit is complete. Please rate the technician out of 5 stars.,0
"Welcome to Bitwarden! Let's get you set up to autofill. Follow these simple steps to get up and running with Bitwarden Password Manager: get the browser extension, add passwords to your vault, and download the mobile app.",0
Verify your email address to finish setting up your GitHub account. Click the button below to confirm this is you.,0
Thanks for creating a Notion account — confirm your email below to unlock your new workspace.,0
"Hi, and welcome. Before you can start designing in Figma, click the link below once to confirm this address is yours.",0
One quick thing before you get started: tap the button below within the app to confirm your email on file.,0
"You're in! Just tap the link we sent to make sure we've got your email right, then your Duolingo streak is ready to go.",0
"Thanks for downloading the app. Last step — confirm your email so your data can sync across devices.",0
A verification link for your new account is attached to this message and stays valid for the next day.,0
Verify your email to finish creating your new account — this step only takes a second.,0
One last step before you're set up: verify your email address for your new account using the link below.,0
"To activate your brand-new account, verify your email using the link in this message.",0
You just created a new account with us. Confirm your email below to get started — takes one click.,0
Thanks for registering! We just need to confirm this is your email before your new account goes live.,0
Your registration is almost complete — verify your email address to activate your new profile.,0
New account created. Please verify your email to unlock full access to your dashboard.,0
"Nice to meet you! Before we finish setting up your new account, please verify your email.",0
You signed up a few minutes ago — verify your email now to finish setting up your account.,0
Confirming this is you: click the link below to verify your email and finish creating your account.,0
"Great, you're almost set up! Verify your email address to start using your new account today.",0
This message confirms we received your signup. Verify your email to complete registration.,0
"Welcome! To keep your new account secure, please verify your email address using the link below.",0
Hey — just one more step. Verify your email to finish setting up the account you created today.,0
Your new account is ready to activate. Verify your email address whenever you get a chance.,0
Thanks for joining! We sent this to confirm your email as part of setting up your new account.,0
Please verify your email to complete your registration for your new account. No rush — the link stays active for a week.,0
You recently signed up for an account with us. Verify your email address to finish setup.,0
"Hi bro, using a temp number, my old phone broke. Need 5000 cash right now, I'll pay you back tomorrow.",1
"It's me, using my temp number for now, lost my phone in the cab. Rent is due today, transfer 3000 and I'll pay you back this weekend.",1
"Hey it's me on a temp number, phone got stolen today. Need 2000 cash today, I'll pay you back by Monday.",1
"Delivery attempt failed today, no one was available. Pay the re-dispatch charge here to reschedule.",1
"Your parcel delivery attempt failed at your address. A small re-dispatch charge is required, pay here.",1
"This week's newsletter: new arrivals, a members-only sale, and last issue's trivia question answered.",0
You're receiving this email because you subscribed to our newsletter. Unsubscribe anytime using the link below.,0
"Join our free webinar next Thursday — registration is free, no purchase necessary, seats are limited.",0
"Flash sale this weekend: 20% off sitewide for newsletter subscribers. View this email in your browser, unsubscribe anytime.",0
Thanks for being a subscriber! Here are this month's new arrivals and a discount code for your next order.,0
"Our quarterly newsletter is out now: product updates, customer stories, and what's coming next quarter.",0
"You are on our promotions mailing list. To stop receiving these emails, unsubscribe using the link at the bottom.",0
Catch up on this month's community newsletter — event recaps and this issue's trivia question.,0
"You're entered in our monthly customer giveaway — no purchase necessary, entries close Friday, official rules linked below.",0
"Our summer sweepstakes is live: enter for a chance to win a gift basket, no purchase necessary, see official rules for details.",0
"482913 is your OTP for the transaction of Rs 1,150 at RELIANCE FRESH. Do not share it with anyone.",0
"Your OTP for logging in is 730154. It is valid for 10 minutes. Do not share it with anyone.",0
"Use OTP 219664 to complete your purchase. This code is valid for 5 minutes. Do not share it with anyone.",0
"OTP 905312 is your one time password for card verification. Our staff will never ask you for it.",0
"Your one time password is 664021. If you did not request this, no action is required.",0
"Rs 2,340.00 has been debited from your account ending 9014 towards a card purchase. Available balance Rs 41,220.10.",0
"INR 780.00 has been debited from your account for a UPI payment to a merchant. Available balance INR 12,455.60.",0
"Your account has been credited with Rs 15,000.00 by NEFT transfer. Available balance Rs 28,910.00. No action is required.",0
"A payment of Rs 499 was successfully processed on your card ending 3320. Available balance is unchanged for savings accounts.",0
"Your salary for August has been credited to your account. Thank you for banking with us.",0
"Your order has been confirmed and will be shipped within two business days. Track it any time from your orders page.",0
"Your order has been packed and handed to our courier partner. It is out for delivery today.",0
"Your order has been delivered. Thank you for shopping with us — rate your experience when you have a minute.",0
"Good news: your package is out for delivery and should arrive before 7 PM today. No action is required.",0
"Your shipment is out for delivery. Our delivery partner may call you on the number linked to this order.",0
"Your return has been picked up and the refund will reach your original payment method in 5 to 7 working days.",0
"We received a request to reset your password. If you did not request this, you can safely ignore this email.",0
"Someone signed in to your account from a new device. If this was you, no action is required.",0
"Your password was changed successfully. If you did not request this, contact our support team through the app.",0
"Two-step verification is now switched on for your account. You can safely ignore this email if you enabled it.",0
"Please confirm your email address to finish creating your account. If you did not sign up, you can safely ignore this email.",0
"Welcome aboard. Confirm your email address to activate your workspace and invite your teammates.",0
"Your email address has been verified successfully. No action is required from your side.",0
"Your monthly statement is ready. Total amount payable Rs 8,140.00, payment due date is the 5th of next month.",0
"Your electricity bill has been generated. Amount Rs 1,410.00, due date next Tuesday. Pay online or at any service centre.",0
"Your broadband bill for this month is ready to view. The payment due date is in seven days.",0
"Reminder: your postpaid bill payment due date is tomorrow. Ignore this message if you have already paid.",0
"Your subscription renews next week and the usual amount will be charged to your saved card. Manage your plan in settings.",0
"Thank you for your payment. Your subscription is active until the end of the next billing cycle.",0
"Your plan has been upgraded successfully. The change is effective immediately and no action is required.",0
"Your booking is confirmed. Please carry a valid photo ID when you travel. Cancellation is free up to 24 hours before departure.",0
"Your appointment has been rescheduled to Thursday at 11:00 AM. Reply to this email if the new time does not work for you.",0
"Your ticket has been confirmed and the seat details are attached. Have a comfortable journey.",0
"Your leave application has been approved by your reporting manager. It is now reflected in the HR portal.",0
"Please find the signed contract attached. Let me know if anything needs changing before we file it.",0
"The invoice for last month has been settled. Thank you for the prompt payment — receipt attached for your records.",0
"Your claim has been processed and approved. The settlement amount will be transferred to your registered account.",0
"Your KYC verification is complete. Thank you for submitting the documents — no further action is required.",0
"Your address change request has been processed successfully. The updated details are visible in your profile.",0
"Aapke account se Rs 640 debit hue hain. Available balance Rs 9,320 hai. Koi action zaroori nahi hai.",0
"Aapka order confirm ho gaya hai aur kal tak deliver ho jayega. Order details app mein dekh sakte hain.",0
"OTP 448120 aapke transaction ke liye hai. Ise kisi ke saath share na karein.",0
"Aapka bill ready hai. Amount Rs 1,120, due date agle hafte hai. Time par pay kar dijiye.",0
"आपके खाते से 1,250 रुपये डेबिट हुए हैं। उपलब्ध शेष राशि 22,400 रुपये है। कोई कार्रवाई आवश्यक नहीं है।",0
"आपका ऑर्डर कन्फर्म हो गया है और दो दिन में डिलीवर हो जाएगा। ऑर्डर की जानकारी ऐप में देखें।",0
"ट्रांजैक्शन के लिए आपका OTP 337901 है। इसे किसी के साथ शेयर न करें।",0
"आपका बिल तैयार है। राशि 980 रुपये, भुगतान की अंतिम तिथि अगले सोमवार है।",0
"आपका पासवर्ड सफलतापूर्वक बदल दिया गया है। अगर यह आपने नहीं किया तो सहायता केंद्र से संपर्क करें।",0
